node_id,chapter_id,source_file,level,heading,heading_path,content
36,AlFng,AlFng.json,3,শৈবালের কোষীয় গঠন,শৈবাল ও ছত্রাক → শৈবাল (Algae) → শৈবালের কোষীয় গঠন,"সব শৈবালই সুকেন্দ্রিক (Eukaryotic)। শৈবাল কোষের গঠন মোটামুটিভাবে উচ্চশ্রেণির উদ্ভিদকোষের মতোই। কোষের বাইরে সেলুলোজ নির্মিত জড় কোষপ্রাচীর, কোষঝিল্লি, সাইটোপ্লাজম, সুস্পষ্ট নিউক্লিয়াস, বৃহৎ ক্লোরোপ্লাস্ট, মাইটোকন্ড্রিয়া, পাইরিনয়েড, রাইবোসোম ইত্যাদি থাকে।

কোনো কোনো শৈবালের দেহ নলাকার, শাখান্বিত, প্রস্থ প্রাচীরবিহীন এবং কোষে বহু নিউক্লিয়াস থাকে। এরূপ শৈবাল দেহকে **সিনোসাইটিক (Coenocytic)** শৈবাল বলে; যেমন- Vaucheria।"
37,AlFng,AlFng.json,3,প্রধান শৈবাল শ্রেণির সংক্ষিপ্ত পরিচিতি,শৈবাল ও ছত্রাক → শৈবাল (Algae) → প্রধান শৈবাল শ্রেণির সংক্ষিপ্ত পরিচিতি,"| শ্রেণি | পিগমেন্ট | সঞ্চিত খাদ্য | উদাহরণ |
|--------|----------|--------------|--------|
| Chlorophyta (সবুজ শৈবাল) | ক্লোরোফিল এ, বি এবং ক্যারোটিনয়েড | শ্বেতসার (Starch) | Ulothrix |
| Chrysophyta (গোল্ডেন ব্রাউন) | ক্লোরোফিল এ, সি এবং অতিমাত্রায় ক্যারোটিনয়েড | ক্রাইসোল্যামিনারিন | Navicula |
| Pyrrophyta (অগ্নি শৈবাল) | ক্লোরোফিল এ, সি ও ক্যারোটিনয়েড | প্যারামাইলন | Gymnodinium |
| Phaeophyta (বাদামি শৈবাল) | ক্লোরোফিল এ, সি এবং ফিউকোজ্যান্থিন | ল্যামিনারিন, ম্যানিটল ও এলগিন | Sargassum |
| Rhodophyta (লোহিত শৈবাল) | ক্লোরোফিল এ, ফাইকোসায়ানিন, ফাইকোইরেথ্রিন | ফ্লোরিডিয়ান স্টার্চ, এগার-এগার | Polysiphonia |

> **বিশেষ দ্রষ্টব্য:** শৈবাল পৃথিবীর মোট ফটোসিনথেসিস-এর প্রায় ৬০ ভাগ করে থাকে। গ্রীষ্মমণ্ডলীয় অঞ্চলে সাগরের পানিকে আলোড়িত করলে আগুন জ্বলতে দেখা যায় যাকে **Bioluminescence** বলে। এটি Pyrrophyta শৈবালের জন্য হয়। এদের দ্বারাই **রেড টাইড (Red tide)** হয়ে থাকে।

---"
38,AlFng,AlFng.json,2,শৈবালের জনন (Reproduction of Algae),শৈবাল ও ছত্রাক → শৈবালের জনন (Reproduction of Algae),
39,AlFng,AlFng.json,3,১। অঙ্গজ জনন (Vegetative Reproduction),শৈবাল ও ছত্রাক → শৈবালের জনন (Reproduction of Algae) → ১। অঙ্গজ জনন (Vegetative Reproduction),"দৈহিক অঙ্গের মাধ্যমে এ প্রকার জনন হয়ে থাকে—

**(i) কোষের বিভাজন:** এককোষী শৈবালে মাতৃকোষটি দু'ভাগে ভাগ হয়ে দু'টি অপত্যকোষ তৈরি করে। উদা- Euglena।

**(ii) খণ্ডায়ন:** বহুকোষী ফিলামেন্টাস শৈবালে ফিলামেন্টটি ভেঙ্গে গেলে প্রতিটি খণ্ড ক্রমে একটি পূর্ণ শৈবালে পরিণত হয়। উদা- Nostoc, Ocillatoria।

**(iii) টিউবার সৃষ্টির মাধ্যমে:** কোনো কোনো শৈবালের রাইজয়েড বা মাটির নিচের অংশে টিউবার তৈরি হয়। Chara শৈবালে এরূপ হয়।

**(iv) কুঁড়ি সৃষ্টি:** কুঁড়ি সৃষ্টির মাধ্যমে; যেমন- Protosiphon।

**(v) হরমোগোনিয়া:** সূত্রাকার নীলাভ-সবুজ শৈবালের ট্রাইকোম খণ্ডিত হলে প্রতিটি খণ্ডকে হরমোগোনিয়াম বলা হয়। **হেটারোসিস্ট** হলো দু' প্রাচীরবিশিষ্ট, স্বচ্ছ এবং দেহকোষ হতে বড়ো আকারের কোষ যা মুক্ত নাইট্রোজেন সংবন্ধন করতে পারে।"
40,AlFng,AlFng.json,3,২। অযৌন জনন (Asexual Reproduction),শৈবাল ও ছত্রাক → শৈবালের জনন (Reproduction of Algae) → ২। অযৌন জনন (Asexual Reproduction),"স্পোর সৃষ্টির মাধ্যমে অযৌন জনন ঘটে। যেকোনো একটি অঙ্গজ কোষ স্পোরাঞ্জিয়াম হিসেবে কাজ করে।

- **জুস্পোর (Zoospore):** ফ্ল্যাজেলাবিশিষ্ট ও সচল; যেমন- Ulothrix।
- **অ্যাপ্ল্যানোস্পোর (Aplanospore):** ফ্ল্যাজেলাবিহীন নিশ্চল; যেমন- Microspora।
- **হিপনোস্পোর (Hypnospore):** চরম প্রতিকূল পরিবেশে পুরু প্রাচীরবেষ্টিত অ্যাপ্ল্যানোস্পোর; যেমন- Ulothrix।
- **অটোস্পোর (Autospore):** মাতৃকোষের অনুরূপ অচল রেণু; যেমন- Chlorella।
- **অ্যাকাইনিটি:** প্রচুর খাদ্য সঞ্চয় করে পুরু প্রাচীরবেষ্টিত কোষ; যেমন- Nostoc।
- **অক্সোস্পোর:** ডায়াটম জাতীয় শৈবালে; যেমন- Navicula।"
41,AlFng,AlFng.json,3,৩। যৌন জনন (Sexual Reproduction),শৈবাল ও ছত্রাক → শৈবালের জনন (Reproduction of Algae) → ৩। যৌন জনন (Sexual Reproduction),"গ্যামিট সৃষ্টি ও দু'টি গ্যামিটের মিলনের মাধ্যমে যে জনন ঘটে।

**যৌন সক্ষমতার ভিত্তিতে শৈবাল দু' প্রকার:**
- **হোমোথ্যালিক/সহবাসী:** একই দেহে বিপরীত যৌনধর্মী জননকোষ উৎপন্ন; যেমন- Spirogyra।
- **হেটারোথ্যালিক/ভিন্নবাসী:** পুং ও স্ত্রী জননকোষ ভিন্ন দেহে উৎপন্ন।

**জননকোষের ভিত্তিতে তিন ধরনের যৌন জনন:**
- **(i) আইসোগ্যামি:** দু'টি গ্যামিট বাহ্যিক বৈশিষ্ট্যে হুবহু একই; উদা- Ulothrix।
- **(ii) অ্যানাইসোগ্যামি:** পুং গ্যামিট ক্ষুদ্রাকার, স্ত্রী গ্যামিট বৃহৎ; উদা- Pandorina।
- **(iii) উগ্যামি:** স্ত্রী গ্যামিট বড়ো ও নিশ্চল, পুং গ্যামিট ছোটো ও সচল; উদা- Fucus।

---"
42,AlFng,AlFng.json,2,Genus : Ulothrix (ইউলোথ্রিক্স),শৈবাল ও ছত্রাক → Genus : Ulothrix (ইউলোথ্রিক্স),
43,AlFng,AlFng.json,3,শ্রেণিবিন্যাস,শৈবাল ও ছত্রাক → Genus : Ulothrix (ইউলোথ্রিক্স) → শ্রেণিবিন্যাস,"| স্তর | নাম |
|------|-----|
| Division | Chlorophyta |
| Class | Chlorophyceae |
| Order | Ulotrichales |
| Family | Ulotrichaceae |
| Genus | Ulothrix |"
44,AlFng,AlFng.json,3,বাসস্থান,শৈবাল ও ছত্রাক → Genus : Ulothrix (ইউলোথ্রিক্স) → বাসস্থান,"Ulothrix সাধারণত মিঠা পানির পুকুর, খাল, বিল, হাওর, নদী-নালা প্রভৃতি জলাশয়ে জন্মে থাকে। Ulothrix শৈবালের ৬০টি প্রজাতির মধ্যে অধিকাংশই মিঠা পানিতে জন্মে থাকে, তবে কতক প্রজাতি সামুদ্রিক।"
45,AlFng,AlFng.json,3,দৈহিক গঠন,শৈবাল ও ছত্রাক → Genus : Ulothrix (ইউলোথ্রিক্স) → দৈহিক গঠন,"Ulothrix একটি ফিলামেন্টাস (সূত্রময়) এবং অশাখ সবুজ শৈবাল। এর দেহ এক সারি খর্ব ও বেলনাকার কোষ দ্বারা গঠিত। গোড়ার কোষটি লম্বাকৃতির, বর্ণহীন, নিচের দিকে ক্রমশ সরু — একে **হোল্ডফাস্ট** বলে।

ফিলামেন্টের প্রতিটি কোষে—
- একটি সুনির্দিষ্ট কোষপ্রাচীর আছে।
- হোল্ডফাস্ট ছাড়া প্রত্যেক কোষে একটি নিউক্লিয়াস আছে।
- একটি বেল্ট বা ফিতা আকৃতির (Girdle Shaped) ক্লোরোপ্লাস্ট আছে।
- ক্লোরোপ্লাস্টে এক বা একাধিক পাইরিনয়েড আছে।

বাংলাদেশ থেকে U. simplex, U. tenerrima এবং U. variabilis নামক তিনটি প্রজাতি বর্ণিত হয়েছে। U. simplex এর আবিষ্কারক প্রফেসর এ.কে.এম. নুরুল ইসলাম (১৯৬৯)।"
46,AlFng,AlFng.json,3,জনন,শৈবাল ও ছত্রাক → Genus : Ulothrix (ইউলোথ্রিক্স) → জনন,"Ulothrix অঙ্গজ, অযৌন এবং যৌন জনন পদ্ধতিতে বংশবৃদ্ধি করে।

**১। অঙ্গজ বংশবৃদ্ধি:** খণ্ডায়নের মাধ্যমে।

**২। অযৌন জনন:** জুস্পোর সৃষ্টির মাধ্যমে (কখনো অ্যাপ্ল্যানোস্পোরের মাধ্যমেও)।
- জুস্পোরগুলো সাধারণত চার ফ্ল্যাজেলাযুক্ত এবং নাসপাতি আকৃতির।
- যে কোষ হতে জুস্পোর উৎপন্ন হয় তাকে জুস্পোরাঞ্জিয়াম বলে।
- প্রতিকূল পরিবেশে জুস্পোরগুলো অ্যাপ্ল্যানোস্পোরে পরিণত হয়।

**৩। যৌন জনন:**
- Ulothrix একটি হেটারোথ্যালিক শৈবাল।
- এর যৌন মিলন আইসোগ্যামাস।
- গ্যামিটগুলো নাসপাতি আকৃতির বাইফ্ল্যাজিলেট।
- জাইগোটে মায়োসিস বিভাজনে ৪-১৬টি হ্যাপ্লয়েড জুস্পোর সৃষ্টি হয়।
- Ulothrix এর জীবনচক্র **Haplontic**।

> **পামেলা দশা (Palmella Stage):** শুষ্ক পরিবেশে প্রোটোপ্লাজম বার বার বিভাজিত হয়ে মাতৃকোষ প্রাচীরের মধ্যে জেলাটিনে আবদ্ধ থাকে।

---"
47,AlFng,AlFng.json,2,শৈবালের অর্থনৈতিক গুরুত্ব,শৈবাল ও ছত্রাক → শৈবালের অর্থনৈতিক গুরুত্ব,
48,AlFng,AlFng.json,3,শৈবালের উপকারী ভূমিকা,শৈবাল ও ছত্রাক → শৈবালের অর্থনৈতিক গুরুত্ব → শৈবালের উপকারী ভূমিকা,"১। **বায়ুমণ্ডলে অক্সিজেন যোগ:** নীলাভ-সবুজ শৈবাল প্রথম সালোকসংশ্লেষণ শুরু করে বায়ুমণ্ডলে অক্সিজেন জমা করে।
২। **মাটিতে নাইট্রোজেন সংবন্ধন:** Nostoc, Anabaena, Aulosira প্রভৃতি নীলাভ-সবুজ শৈবাল মাটির উর্বরতা বৃদ্ধি করে। Azolla-র অভ্যন্তরে Anabaena azolle নামক শৈবাল মুক্ত নাইট্রোজেন সংবন্ধন করে।
৩। **পরিবেশ দূষণ রোধ:** মোট সালোকসংশ্লেষণের শতকরা ৬০ ভাগ শৈবালে ঘটে।
৪। **উৎপাদক হিসেবে:** জলাশয়ে ফুড চেইন-এর প্রধান উৎপাদক হিসেবে কাজ করে।
৫। **বায়োফুয়েল তৈরি:** শৈবালকে **Second Generation Biofuel** নামে অভিহিত করা হয়। Botryococcus braunii ব্যবহৃত হচ্ছে।
৬। **গোয়েন্দা সাবমেরিনের অবস্থান নির্ণয়:** নীলাভ-সবুজ শৈবালে অবস্থিত phycobilin protein।
৭। **সমুদ্রে মাছের অবস্থান নির্ণয়:** স্যাটেলাইট পর্যবেক্ষণে।
৮। **মাটির বয়স নির্ণয়:** ডায়াটম খোলস-এর কার্বন ডেটিং করে।
৯। **মানুষের খাদ্য:** Ulva lactuca, Chlorella ইত্যাদি।
১০। **পশুখাদ্য:** Laminaria saccharina, Alaria ইত্যাদি।
১১। **ন্যানোফিল্টার উৎপাদন:** Pithophora শৈবাল থেকে তৈরি ফিল্টারের ছিদ্র ১৭ ন্যানোমিটার।"
49,AlFng,AlFng.json,3,শৈবালের অপকারী ভূমিকা,শৈবাল ও ছত্রাক → শৈবালের অর্থনৈতিক গুরুত্ব → শৈবালের অপকারী ভূমিকা,"১। **ওয়াটার ব্লুম (Water Bloom) সৃষ্টি:** Ocillatoria, Nostoc, Mycrocystis-এর কারণে জলাধার দূষিত, মাছ মরে যায়।
২। **উদ্ভিদের রোগ সৃষ্টি:** Cephaleuros virescens চা, কফি, ম্যাগনোলিয়া গাছে রোগ সৃষ্টি করে।
৩। **মাছের রোগ:** Oedogonium-এর কোনো কোনো প্রজাতি মাছের ফুলকা রোগ সৃষ্টি করে।
৪। **স্থাপনার ক্ষতি:** দেয়ালে শৈবালের অতিবৃদ্ধি দালানের ক্ষতি করে।
৫। **রাস্তাঘাট পিচ্ছিলকরণ:** নীলাভ-সবুজ শৈবালের মিউসিলেজ আবরণ বিপদজনক।

---"
50,AlFng,AlFng.json,2,ছত্রাক (Fungi),শৈবাল ও ছত্রাক → ছত্রাক (Fungi),"Fungi (একবচনে Fungus)-এর বাংলা প্রতিশব্দ ছত্রাক। সত্যিকার অর্থে ছত্রাক হলো ক্লোরোফিলবিহীন, বহুকোষী, অভাস্কুলার, হাইফিসমৃদ্ধ মাইসেলিয়াম দ্বারা গঠিত হেটেরোট্রফিক সুকেন্দ্রিক জীব যারা শোষণ প্রক্রিয়ায় খাদ্য গ্রহণ করে।

ছত্রাক সম্বন্ধে স্টাডি করাকে বলা হয় **মাইকোলজি (Mycology)**। এ পর্যন্ত পৃথিবীতে প্রায় ৯০,০০০ প্রজাতির ছত্রাক পাওয়া গিয়েছে।

> মধু ছত্রাক বা হানি মাশরুম (Armillaria ostoyae) পৃথিবীর সবচেয়ে বড়ো জীব — বয়স প্রায় ২৪০০ বছর এবং প্রায় ২০০০ একর জমির ওপর বিস্তৃত।"
51,AlFng,AlFng.json,3,ছত্রাকের বাসস্থান,শৈবাল ও ছত্রাক → ছত্রাক (Fungi) → ছত্রাকের বাসস্থান,"ছত্রাকের জন্য সন্তোষজনক পরিবেশ হলো আর্দ্রতা, উষ্ণতা, অর্গানিক খাদ্যসমৃদ্ধ ছায়াযুক্ত বা অন্ধকারাচ্ছন্ন অবস্থা। মাটি, পানি, উদ্ভিদ ও প্রাণীর দেহ, পচনশীল জীবদেহ সর্বত্রই ছত্রাকের বাসস্থান।"
52,AlFng,AlFng.json,3,ছত্রাকের বৈশিষ্ট্য,শৈবাল ও ছত্রাক → ছত্রাক (Fungi) → ছত্রাকের বৈশিষ্ট্য,"১। ছত্রাক ক্লোরোফিলবিহীন, অসবুজ, সালোকসংশ্লেষণে অক্ষম, অপুষ্পক উদ্ভিদ।
২। এরা মৃতজীবী (Saprophytic), পরজীবী (Parasitic) বা মিথোজীবী হিসেবে বাস করে।
৩। এরা সুকেন্দ্রিক অর্থাৎ এদের কোষে সুগঠিত নিউক্লিয়াস ও বিভিন্ন অঙ্গাণু বিদ্যমান।
৪। ছত্রাকের কোষপ্রাচীর কাইটিন (এক প্রকার জটিল পলিস্যাকারাইড) নির্মিত।
৫। সঞ্চিত খাদ্য প্রধানত গ্লাইকোজেন (Glycogen), তৈলবিন্দু।
৬। ছত্রাকদেহে ভাস্কুলার টিস্যু নেই।
৭। ছত্রাকের জননাঙ্গ এককোষী।
৮। হ্যাপ্লয়েড স্পোর দিয়ে বংশবিস্তার হয়।
৯। জাইগোট-এ মায়োসিস বিভাজন ঘটে, তাই থ্যালাস হ্যাপ্লয়েড (n)।
১০। অধিকাংশ ছত্রাক শোষণ প্রক্রিয়ার মাধ্যমে পুষ্টি সংগ্রহ করে।
১১। এদের রয়েছে তীব্র অভিযোজন ক্ষমতা।
১২। এককোষী ছাড়া প্রায় সব ছত্রাকের দেহ হাইফি দ্বারা গঠিত।

মার্গুলিস কিংডম ফানজাইকে পাঁচটি ফাইলামে বিভক্ত করেছেন: Zygomycota, Ascomycota, Basidiomycota, Deuteromycota এবং Mycophycophyta।"
53,AlFng,AlFng.json,3,ছত্রাকের দৈহিক গঠন,শৈবাল ও ছত্রাক → ছত্রাক (Fungi) → ছত্রাকের দৈহিক গঠন,"- ছত্রাকের সূত্রাকার শাখাকে একবচনে **হাইফা (Hypha)** এবং বহুবচনে **হাইফি (Hyphae)** বলা হয়।
- হাইফার প্রস্থপ্রাচীরকে **সেপ্টা (Septa)** বলে।
- অসংখ্য শাখা-প্রশাখাবিশিষ্ট সূত্রাকার হাইফি দ্বারা গঠিত ছত্রাক দেহকে **মাইসেলিয়াম (Mycelium)** বলে।
- প্রস্থপ্রাচীরবিহীন এবং বহু নিউক্লিয়াসবিশিষ্ট মাইসেলিয়ামকে **সিনোসাইটিক মাইসেলিয়াম** বলে।
- পোষক দেহ থেকে খাদ্য শোষণকারী হাইফাকে **হস্টোরিয়াম** বলে।
- পরিবেশ থেকে খাদ্য শোষণকারী হাইফাকে **রাইজয়েড** বলে।
- উচ্চশ্রেণির ছত্রাকে মাইসেলিয়াম শক্ত রশির মতো গঠন — **রাইজোমর্ফ (Rhizomorph)**; যেমন- Agaricus।
- উদ্ভিদ মূল ও ছত্রাকের মিথোজীবী আচরণকে **মাইকোরাইজা (Mycorrhiza)** বলে।"
54,AlFng,AlFng.json,3,ছত্রাকের কোষীয় গঠন,শৈবাল ও ছত্রাক → ছত্রাক (Fungi) → ছত্রাকের কোষীয় গঠন,"- **কোষ প্রাচীর:** অধিকাংশ ছত্রাকের মুখ্য উপাদান কাইটিন।
- **কোষঝিল্লি:** প্রধান উপাদান ergosterol।
- **সাইটোপ্লাজম:** এন্ডোপ্লাজমিক রেটিকুলাম, মাইটোকন্ড্রিয়া, কোষগহ্বর থাকে; প্লাস্টিড থাকে না।
- **নিউক্লিয়াস:** এক বা একাধিক গোলাকার বা উপবৃত্তাকার নিউক্লিয়াস।

**ছত্রাকের সঞ্চিত খাদ্য:** গ্লাইকোজেন ও তৈলবিন্দু।

**ছত্রাকের খাদ্যগ্রহণ:** শোষণ (Absorption) প্রক্রিয়ায়। খাদ্য পরিপাক হয় দেহের বাইরে এবং পরিপাককৃত খাদ্য হাইফি শোষণ করে।"
55,AlFng,AlFng.json,3,ছত্রাকের জনন,শৈবাল ও ছত্রাক → ছত্রাক (Fungi) → ছত্রাকের জনন,"- **হলোকার্পিক ছত্রাক:** সমস্ত দেহটিই জনন কাজে ব্যবহৃত হয়; যেমন- Synchytrium।
- **ইউকার্পিক ছত্রাক:** দেহের অংশবিশেষ জনন কাজে ব্যবহৃত হয়; যেমন- Saprolegnia।

**১। অঙ্গজ জনন:**
- দৈহিক খণ্ডায়ন (Rhizopus, Penicillium)
- দ্বি-ভাজন (Saccharomyces)
- কুঁড়ি সৃষ্টি (Saccharomyces)

**২। অযৌন জনন:** স্পোর উৎপাদনের মাধ্যমে।
- ফ্ল্যাজেলাযুক্ত **জুস্পোর** (Saprolegnia)
- ফ্ল্যাজেলাবিহীন **অ্যাপ্ল্যানোস্পোর** (Mucor)
- কনিডিওফোরের মাথায় উৎপন্ন **কনিডিয়া**
- পুরু আবরণ দিয়ে আবৃত **ক্ল্যামাইডোস্পোর** (Mucor, Fusarium)

**৩। যৌন জনন:**
- জননাঙ্গ = গ্যামিট্যাঞ্জিয়াম
- পুং = অ্যানথেরিডিয়াম; স্ত্রী = উগোনিয়াম
- প্রোটোপ্লাজমের মিলন = প্লাজমোগ্যামি; নিউক্লিয়াসের মিলন = ক্যারিওগ্যামি
- অ্যাসকোমাইকোটায় অ্যাসকাসে ৪-৮টি অ্যাসকোস্পোর তৈরি হয়।
- ব্যাসিডিওমাইকোটায় ব্যাসিডিয়ামের মাথায় ব্যাসিডিওস্পোর উৎপন্ন হয়।

---"
56,AlFng,AlFng.json,2,ছত্রাকের গুরুত্ব (Importance of Fungi),শৈবাল ও ছত্রাক → ছত্রাকের গুরুত্ব (Importance of Fungi),
57,AlFng,AlFng.json,3,ছত্রাকের উপকারী প্রভাব,শৈবাল ও ছত্রাক → ছত্রাকের গুরুত্ব (Importance of Fungi) → ছত্রাকের উপকারী প্রভাব,"১। **খাদ্য হিসেবে:** মাশরুম (Agaricus, Volvariella), মোরেল (Morchella), ট্রাফল (Tuber)।

২। **ওষুধ তৈরিতে:**
- পেনিসিলিন — Penicillium chrysogenum থেকে।
- Ergot — Claviceps purpurea থেকে (সন্তান প্রসবের পর রক্তক্ষরণ বন্ধে)।
- সাইক্লোস্পোরিন — Tolypocladium inflatum থেকে (অঙ্গ ট্রান্সপ্লান্টে)।
- স্টেরয়েড — Aspergillus থেকে (আর্থ্রাইটিস নিরাময়)।
- জিবেরেলিন — Gibberella fujikuroi থেকে (উদ্ভিদ বৃদ্ধি হরমোন)।

৩। **জৈব অ্যাসিড ও উৎসেচক তৈরিতে:** Saccharomyces cerevisiae থেকে ইনভারটেজ।
৪। **পরিবেশ সংরক্ষণে:** বায়োরিমেডিয়েশন (Bioremediation) প্রক্রিয়ায় দূষক বিশ্লিষ্ট করে।
৫। **কৃষিতে:** জৈব বর্জ্য পচনের মাধ্যমে জৈব সার তৈরিতে।
৬। **শিল্পদ্রব্য উৎপাদনে:** পাউরুটি, পনির, মদ তৈরিতে।"
58,AlFng,AlFng.json,3,ছত্রাকের অপকারী প্রভাব,শৈবাল ও ছত্রাক → ছত্রাকের গুরুত্ব (Importance of Fungi) → ছত্রাকের অপকারী প্রভাব,"১। **খাদ্যদ্রব্য পচন ও বিষক্রিয়া:** Aspergillus flavus মাইকোটক্সিন সৃষ্টি করে।
২। **উদ্ভিদের রোগ:** ধানের বাদামি দাগ রোগ (Helminthosporum oryzae), আলুর লেট ব্লাইট (Phytophthora infestans)।
৩। **প্রাণীর রোগ:** Microsporium ছত্রাকের আক্রমণে মানুষের মাথায় টাক হয়।
৪। **মানুষের রোগ:** দাদরোগ (Trichophyton), Candidiasis (Candida albicans)।

**ছত্রাক প্রাণিজগতের সাথে অধিক মিলসম্পন্ন কারণ:** দেহ ক্লোরোফিলবিহীন, মৃতভোজী বা পরভোজী, সঞ্চিত খাদ্য গ্লাইকোজেন, কোষঝিল্লি ergosterol সমৃদ্ধ, কোষ প্রাচীর কাইটিন দিয়ে গঠিত।

---"
59,AlFng,AlFng.json,2,Genus : Agaricus (এগারিকাস),শৈবাল ও ছত্রাক → Genus : Agaricus (এগারিকাস),
60,AlFng,AlFng.json,3,শ্রেণিবিন্যাস,শৈবাল ও ছত্রাক → Genus : Agaricus (এগারিকাস) → শ্রেণিবিন্যাস,"| স্তর | নাম |
|------|-----|
| Kingdom | Fungi |
| Division | Basidiomycota |
| Class | Basidiomycetes |
| Order | Agaricales |
| Family | Agaricaceae |
| Genus | Agaricus |

বাংলাদেশ থেকে নথিভুক্ত প্রজাতি: A. bisporus (হোয়াইট মাশরুম)।"
61,AlFng,AlFng.json,3,আবাসস্থল,শৈবাল ও ছত্রাক → Genus : Agaricus (এগারিকাস) → আবাসস্থল,"Agaricus ভেজা মাটিতে, মাঠে-ময়দানে বা গোবর, খড় ইত্যাদি পচনশীল জৈব পদার্থের ওপর জন্মায়। এরা মৃতজীবী (Saprophytic)। লনে অনেকগুলো মাশরুম বৃত্তাকারে অবস্থান করাকে **পরীচক্র (Fairy Ring)** বলা হয়।"
62,AlFng,AlFng.json,3,দৈহিক গঠন,শৈবাল ও ছত্রাক → Genus : Agaricus (এগারিকাস) → দৈহিক গঠন,"একটি পূর্ণাঙ্গ Agaricus ছত্রাকের দেহকে দু'টি অংশে ভাগ করা যায়—

**(১) দৈহিক অংশ তথা মাইসেলিয়াম:**
- অত্যন্ত শাখা-প্রশাখাবিশিষ্ট ও সূত্রাকার; মাটি বা জৈব বস্তুর ভেতরে অবস্থান করে।
- হাইফিগুলো সাদা বর্ণের।
- দড়ির মতো হাইফাল অংশকে রাইজোমর্ফ (Rhizomorph) বলা হয়।

**(২) জনন অংশ তথা ফ্রুটবডি (Fruiting Body):**
- **স্টাইপ (Stipe):** গোড়ার দিকে কাণ্ডের ন্যায় অংশ।
- **পাইলিয়াস (Pileus):** ওপরের দিকে ছাতার ন্যায় অংশ।
- **ভেলাম (Vellum):** তরুণ অবস্থায় পাইলিয়াসকে আবৃত পাতলা ঝিল্লিময় আবরণ।
- **গিল (Gills) বা ল্যামেলি (Lamellae):** পাইলিয়াসের নিচে ঝুলন্ত পর্দার ন্যায় অংশ।
- **অ্যানুলাস (Annulus):** স্টাইপের মাথায় চক্রাকার অংশ।
- প্রতিটি ব্যাসিডিয়ামের শীর্ষে চারটি ব্যাসিডিওস্পোর উৎপন্ন হয়।"
63,AlFng,AlFng.json,4,গিলের অন্তর্গঠন,শৈবাল ও ছত্রাক → Genus : Agaricus (এগারিকাস) → দৈহিক গঠন → গিলের অন্তর্গঠন,"প্রস্থচ্ছেদ করলে তিনটি স্তর দেখা যায়—
- **(i) ট্রমা (Trama):** গিলের কেন্দ্রীয় বন্ধ্যা অংশ। ঢিলাভাবে সজ্জিত গৌণ মাইসেলিয়াম দিয়ে গঠিত।
- **(ii) সাবহাইমেনিয়াম (Subhymenium):** ট্রমার উভয় দিকের অংশ। এ অঞ্চল থেকে ব্যাসিডিয়াম উৎপন্ন হয়।
- **(iii) হাইমেনিয়াম (Hymenium):** গিলের উভয় পাশের বহিঃস্থ উর্বর স্তর। এ স্তরেই গদাকার ব্যাসিডিয়াম উৎপন্ন হয়।

**ব্যাসিডিওকার্প (Basidiocarp):** ব্যাসিডিওমাইসিটিস শ্রেণির ছত্রাকের ফ্রুটবডি। Agaricus-এর ব্যাসিডিওকার্প স্টাইপ, অ্যানুলাস, পাইলিয়াস, গিল, ব্যাসিডিয়া এবং ব্যাসিডিওস্পোর নিয়ে গঠিত।

**জনন:** Agaricus প্রধানত যৌন জনন প্রক্রিয়ায় জননকার্য সম্পন্ন করে। যৌন স্পোর উৎপাদনকারী অঙ্গের নাম **ব্যাসিডিয়াম** এবং স্পোরের নাম **ব্যাসিডিওস্পোর**।"
64,AlFng,AlFng.json,3,Agaricus (মাশরুম)-এর অর্থনৈতিক গুরুত্ব,শৈবাল ও ছত্রাক → Genus : Agaricus (এগারিকাস) → Agaricus (মাশরুম)-এর অর্থনৈতিক গুরুত্ব,"**উপকারিতা:**
১। খাদ্য হিসেবে: বিভিন্ন ভিটামিন সমৃদ্ধ। বাংলাদেশে Volvariella ও Pleurotus গণভুক্ত মাশরুমের চাষ হচ্ছে।
২। মৃত্তিকার পুষ্টি বৃদ্ধিতে।
৩। দূষণরোধে: পরিবেশ থেকে শিল্পবর্জ্য, তেল, পেস্টিসাইড অপসারণে।
৪। ওষুধি গুণাবলি: ডায়াবেটিস রোগীর জন্য আদর্শ, কোলেস্টেরল কমায়, ক্যান্সার প্রতিরোধ করে।

**অপকারিতা:**
১। বিষাক্ততা: Agaricus xanthodermus, Amanita virosa এবং A. phalloides বিষাক্ত।
২। কাঠের গুড়ি, খড়, বাঁশ ইত্যাদির ক্ষতি।

**বিষাক্ত মাশরুম চেনার উপায়:** উজ্জ্বল বর্ণ, অম্লগন্ধ, বেগুনি রঙের ব্যাসিডিওস্পোর, কাঠের ওপর জন্মানো।

---"
